,customer_city,customer_state,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,shipping_limit_date,price,freight_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,payment_sequential,payment_type,payment_installments,payment_value,seller_city,seller_state,product_category_name_english,product_category,product_vol_cm3,estimated_days,arrival_days,shipping_days,seller_to_carrier_status,arrival_status,estimated_delivery_rate,arrival_delivery_rate,shipping_delivery_rate
87331,itapecerica,MG,2018-06-22 23:19:30,2018-06-23 01:40:04,2018-06-27 09:52:00,2018-07-03 02:27:50,2018-07-24,4,,,2018-07-03 00:00:00,2018-07-03 16:05:22,2018-06-28 01:30:32,199.99,24.2,56.0,417.0,5.0,1150.0,1,credit_card,10,224.19,sao bernardo do campo,SP,garden_tools,Furniture,7392.0,31,10,5,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
101213,santos,SP,2017-01-23 13:57:21,2017-01-24 09:22:35,2017-01-26 11:49:52,2017-02-13 09:48:48,2017-02-20,3,,O tempo de entrega poderia ser mais curto.,2017-02-14 00:00:00,2017-02-14 23:46:43,2017-01-27 13:57:21,135.9,16.16,63.0,1440.0,3.0,1500.0,1,credit_card,6,152.06,icara,SC,pet_shop,Home & Garden,40000.0,27,20,17,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
35796,santos,SP,2017-09-06 23:30:59,2017-09-07 23:35:38,2017-09-11 20:37:00,2017-09-18 21:32:52,2017-09-25,3,,,2017-09-19 00:00:00,2017-09-21 00:23:25,2017-09-13 23:35:38,69.9,12.83,57.0,535.0,1.0,800.0,1,credit_card,3,82.73,ibitinga,SP,bed_bath_table,Furniture,23625.0,18,11,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
100277,santo antonio do jacinto,MG,2018-06-29 00:34:12,2018-06-30 02:52:21,2018-07-02 12:47:00,2018-07-06 17:47:25,2018-07-24,5,super recomendo,otimo produto,2018-07-07 00:00:00,2018-07-10 20:38:58,2018-07-05 02:52:21,22.0,18.25,52.0,209.0,1.0,200.0,1,boleto,1,40.25,ribeirao pires,SP,electronics,Electronics,2112.0,24,7,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
15631,sao paulo,SP,2017-08-27 19:26:46,2017-08-27 19:35:27,2017-08-28 19:23:34,2017-08-30 18:58:11,2017-09-14,5,,,2017-08-31 00:00:00,2017-09-01 18:49:54,2017-08-31 19:35:27,59.9,11.92,41.0,737.0,1.0,350.0,1,credit_card,2,71.82,jau,SP,sports_leisure,Entertainment,8000.0,17,2,1,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
32468,salvador,BA,2018-07-23 16:30:52,2018-07-23 17:25:06,2018-07-24 13:21:00,2018-07-31 17:38:34,2018-08-13,5,,,2018-08-01 00:00:00,2018-08-01 21:51:02,2018-07-26 17:25:06,138.0,67.5,55.0,375.0,2.0,10050.0,1,credit_card,10,205.5,baependi,MG,housewares,Home & Garden,58682.0,20,8,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
104943,sao paulo,SP,2018-03-15 11:13:23,2018-03-15 11:29:14,2018-03-20 21:25:53,2018-04-09 18:54:36,2018-04-03,1,,"Meu produto não foi entregue até agora. A previsão de entrega era 04/04 e até hoje, 06/04, nada.",2018-04-05 00:00:00,2018-04-06 03:18:07,2018-03-21 11:29:14,467.0,15.71,34.0,468.0,1.0,425.0,1,credit_card,2,482.71,ribeirao preto,SP,audio,Electronics,2618.0,18,25,19,OnTime/Early,Late,Neutral,Slow,Neutral
77794,salvador,BA,2018-02-13 12:38:48,2018-02-13 14:35:25,2018-02-14 12:12:00,2018-03-01 00:59:03,2018-03-09,5,,"Ótima Entrega , super rápido chegando antes do prazo previsto 😉😉",2018-03-02 00:00:00,2018-03-04 11:33:10,2018-02-19 13:32:28,93.99,18.9,47.0,808.0,1.0,1255.0,1,credit_card,2,112.89,santo andre,SP,health_beauty,Beauty & Health,4896.0,23,15,14,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
59100,orlandia,SP,2018-02-26 17:45:47,2018-02-27 04:30:58,2018-03-12 22:38:35,2018-03-20 16:03:22,2018-03-27,1,,do produto 60xl preto foi entregue só 02 unidades e eu adquiri 03 unidades,2018-03-21 00:00:00,2018-03-22 15:34:35,2018-03-05 03:55:45,67.9,2.69,33.0,300.0,1.0,207.0,1,boleto,1,446.4,maringa,PR,computers_accessories,Electronics,2926.0,28,21,7,Late,OnTime/Early,Slow,Neutral,Very Fast
103532,sao jose do rio preto,SP,2017-02-17 17:56:07,2017-02-17 18:05:16,2017-02-20 10:23:07,2017-03-02 12:09:33,2017-03-30,5,,,2017-03-03 00:00:00,2017-03-06 11:34:00,2017-02-21 16:56:07,27.5,26.61,40.0,911.0,1.0,1700.0,1,credit_card,5,54.11,caucaia,CE,food,Food & Drinks,4320.0,40,12,10,OnTime/Early,OnTime/Early,Very Slow,Fast,Fast
18123,sao paulo,SP,2017-03-14 15:11:14,2017-03-14 15:11:14,2017-03-15 13:31:10,2017-03-24 15:06:05,2017-04-04,5,,,2017-03-25 00:00:00,2017-03-26 21:06:53,2017-03-20 15:11:14,159.0,26.61,56.0,405.0,1.0,5700.0,1,credit_card,2,185.61,pinhais,PR,sports_leisure,Entertainment,50000.0,20,9,9,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
480,mamanguape,PB,2018-02-04 21:52:09,2018-02-04 22:10:00,2018-02-19 22:10:02,2018-03-19 16:34:18,2018-03-28,3,,,2018-03-20 00:00:00,2018-03-20 20:16:49,2018-02-18 21:10:00,79.99,69.37,19.0,883.0,1.0,10075.0,1,credit_card,10,597.44,itaquaquecetuba,SP,office_furniture,Furniture,91520.0,51,42,27,Late,OnTime/Early,Very Slow,Very Slow,Slow
66486,rio de janeiro,RJ,2018-03-19 10:57:52,2018-03-19 11:15:16,2018-03-21 19:03:51,2018-04-12 18:12:15,2018-04-26,5,,,2018-04-13 00:00:00,2018-04-15 21:57:26,2018-03-23 11:15:16,115.0,18.69,33.0,523.0,3.0,584.0,1,credit_card,1,133.69,ribeirao preto,SP,watches_gifts,Electronics,2288.0,37,24,21,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
35735,sao paulo,SP,2018-06-06 11:53:02,2018-06-06 12:12:53,2018-06-08 14:02:00,2018-06-14 16:58:43,2018-07-12,5,,,2018-06-15 00:00:00,2018-06-16 00:13:07,2018-06-14 12:12:53,107.5,13.19,56.0,310.0,1.0,6400.0,1,credit_card,6,120.69,ibitinga,SP,bed_bath_table,Furniture,4500.0,35,8,6,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
41693,taboao da serra,SP,2017-05-09 18:38:24,2017-05-09 18:50:12,2017-05-10 11:55:19,2017-05-15 06:39:37,2017-05-29,5,,,2017-05-16 00:00:00,2017-05-16 22:59:52,2017-05-15 18:50:12,49.9,17.6,63.0,837.0,1.0,1300.0,1,credit_card,6,67.5,tres coracoes,MG,bed_bath_table,Furniture,6450.0,19,5,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
99517,sumare,SP,2018-03-28 17:03:47,2018-03-28 17:27:53,2018-03-29 20:48:47,2018-04-07 00:28:50,2018-04-10,4,,,2018-04-08 00:00:00,2018-04-09 11:28:10,2018-04-03 17:27:53,13.65,7.39,43.0,381.0,1.0,150.0,1,credit_card,1,21.04,sao paulo,SP,electronics,Electronics,3872.0,12,9,8,OnTime/Early,OnTime/Early,Fast,Fast,Fast
108639,uberlandia,MG,2018-02-15 01:16:51,2018-02-15 01:47:24,2018-02-15 15:38:55,2018-02-21 20:54:39,2018-03-08,5,,,2018-02-22 00:00:00,2018-02-25 21:11:34,2018-02-21 00:30:56,99.9,14.43,52.0,573.0,1.0,1450.0,1,credit_card,5,114.33,borda da mata,MG,luggage_accessories,Home & Garden,16170.0,20,6,6,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
34913,sao goncalo,RJ,2017-09-18 21:23:58,2017-09-19 21:30:13,2017-09-20 16:06:02,2017-10-05 16:34:17,2017-10-06,5,,,2017-10-06 00:00:00,2017-10-06 20:06:25,2017-09-25 21:30:13,89.9,21.12,54.0,245.0,1.0,1383.0,2,voucher,1,96.98,ibitinga,SP,bed_bath_table,Furniture,20000.0,17,16,15,OnTime/Early,OnTime/Early,Neutral,Neutral,Fast
17731,ribeirao das neves,MG,2018-04-05 11:16:09,2018-04-05 11:30:20,2018-04-07 01:18:36,2018-04-17 14:37:22,2018-05-02,3,,Faltaram 2 jumps que até o momento não foram entregues.,2018-04-18 00:00:00,2018-04-19 12:33:26,2018-04-11 11:30:20,169.0,25.31,60.0,660.0,5.0,6650.0,1,credit_card,10,777.24,sao paulo,SP,sports_leisure,Entertainment,51894.0,26,12,10,OnTime/Early,OnTime/Early,Slow,Fast,Fast
95520,araguari,MG,2017-06-13 18:15:36,2017-06-13 18:25:36,2017-06-14 16:04:11,2017-06-19 18:32:15,2017-07-06,5,,Produtos de boa qualidade.,2017-06-21 00:00:00,2017-06-22 00:13:05,2017-06-19 18:25:36,37.99,15.1,49.0,394.0,2.0,150.0,1,credit_card,4,53.09,sao paulo,SP,telephony,Electronics,1520.0,22,6,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
36539,congonhas,MG,2017-10-11 11:24:33,2017-10-11 11:46:33,2017-10-13 21:09:03,2017-10-17 22:44:03,2017-11-10,5,,,2017-10-18 00:00:00,2017-10-21 15:25:19,2017-10-23 12:46:33,99.9,17.95,57.0,189.0,1.0,1350.0,1,credit_card,1,117.85,piracicaba,SP,bed_bath_table,Furniture,3312.0,29,6,4,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
81237,maceio,AL,2017-10-27 15:21:00,2017-10-27 15:32:49,2017-10-30 15:44:34,2017-11-10 17:57:22,2017-11-22,5,,Otimo comprar por este site as mercadorias chegam antes do prazo determinado.,2017-11-11 00:00:00,2017-11-15 09:54:14,2017-11-03 15:30:22,142.5,21.8,29.0,178.0,1.0,400.0,1,credit_card,3,164.3,santo andre,SP,perfumery,Beauty & Health,4693.0,25,14,11,OnTime/Early,OnTime/Early,Slow,Fast,Fast
77991,sao paulo,SP,2017-03-27 18:31:45,2017-03-27 18:43:10,2017-03-29 09:27:38,2017-04-05 13:45:58,2017-04-20,5,,"Recebido no prazo, parabéns pelo atendimento.",2017-04-06 00:00:00,2017-04-06 22:03:27,2017-04-04 18:43:10,104.0,14.9,34.0,905.0,2.0,450.0,1,credit_card,1,118.9,navegantes,SC,health_beauty,Beauty & Health,3042.0,23,8,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
50281,itatiba,SP,2018-02-21 06:34:33,2018-02-21 07:25:09,2018-02-27 14:42:28,2018-03-02 17:29:01,2018-03-07,5,,,2018-03-03 00:00:00,2018-03-05 21:01:46,2018-02-27 07:25:09,89.9,7.88,37.0,746.0,2.0,500.0,1,credit_card,1,97.78,sao paulo,SP,toys,Entertainment,9375.0,13,9,3,Late,OnTime/Early,Fast,Fast,Very Fast
3288,blumenau,SC,2018-07-23 18:08:41,2018-07-24 09:40:16,2018-07-25 14:17:00,2018-07-30 16:42:19,2018-08-15,4,,,2018-07-31 00:00:00,2018-08-02 20:21:20,2018-07-31 09:18:31,150.0,42.03,53.0,616.0,1.0,4000.0,1,credit_card,3,192.03,sao paulo,SP,furniture_decor,Furniture,31500.0,22,6,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
95840,guarulhos,SP,2018-05-21 10:57:39,2018-05-21 15:31:55,2018-05-22 14:12:00,2018-06-08 17:20:40,2018-06-14,5,,,2018-06-09 00:00:00,2018-06-10 03:53:12,2018-05-23 13:18:38,79.49,18.44,57.0,2112.0,1.0,117.0,1,credit_card,1,97.93,sao ludgero,SC,telephony,Electronics,1235.0,23,18,17,OnTime/Early,OnTime/Early,Neutral,Neutral,Neutral
36728,nilopolis,RJ,2017-03-22 17:33:15,2017-03-22 17:33:15,2017-03-27 12:07:47,2017-03-31 12:27:17,2017-04-19,5,,,2017-04-01 00:00:00,2017-04-03 00:27:44,2017-04-03 17:33:15,79.9,17.3,58.0,188.0,1.0,1650.0,1,credit_card,1,36.79,piracicaba,SP,bed_bath_table,Furniture,3080.0,27,8,4,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
96274,sao paulo,SP,2017-05-16 21:10:41,2017-05-16 21:22:12,2017-05-19 14:17:31,2017-05-23 10:19:49,2017-06-05,4,,,2017-05-24 00:00:00,2017-05-25 00:12:57,2017-05-22 21:22:12,290.0,13.53,51.0,824.0,1.0,311.0,1,credit_card,3,303.53,franca,SP,telephony,Electronics,3080.0,19,6,3,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
89469,guararapes,SP,2018-05-15 19:30:49,2018-05-15 19:53:04,2018-05-16 06:34:00,2018-05-22 00:08:39,2018-06-04,5,,Chegou bem rápido!,2018-05-23 00:00:00,2018-05-23 03:48:33,2018-05-21 19:53:04,79.0,54.41,59.0,314.0,3.0,8000.0,1,credit_card,5,133.41,campo limpo paulista,SP,stationery,Books & Stationery,57750.0,19,6,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
82320,sao paulo,SP,2018-08-07 20:25:17,2018-08-08 03:05:25,2018-08-10 15:21:00,2018-08-13 20:52:00,2018-08-10,5,,,2018-08-14 00:00:00,2018-08-15 00:42:58,2018-08-10 03:05:25,9.9,7.39,23.0,479.0,4.0,100.0,1,boleto,1,34.58,sao paulo,SP,perfumery,Beauty & Health,1760.0,2,6,3,Late,Late,Very Fast,Very Fast,Very Fast
97504,campinas,SP,2018-04-09 12:55:25,2018-04-09 13:10:48,2018-04-10 21:12:06,2018-04-11 12:51:01,2018-04-24,5,,,2018-04-12 00:00:00,2018-04-14 16:19:12,2018-04-13 13:10:48,199.9,9.75,57.0,677.0,5.0,1100.0,1,credit_card,10,419.3,sao paulo,SP,construction_tools_construction,Industry & Construction,4000.0,14,1,0,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
22542,pau dos ferros,RN,2018-08-15 19:03:09,2018-08-15 19:15:19,2018-08-16 11:56:00,2018-08-27 12:21:54,2018-09-06,5,,,2018-08-28 00:00:00,2018-08-28 18:57:45,2018-08-17 19:15:19,1090.0,69.65,53.0,3218.0,5.0,4800.0,1,credit_card,3,1159.65,sao paulo,SP,sports_leisure,Entertainment,27000.0,21,11,11,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
25226,canoas,RS,2017-11-24 08:43:41,2017-11-25 04:30:39,2017-11-27 11:38:23,2017-12-19 18:11:42,2017-12-22,3,,,2017-12-20 00:00:00,2017-12-21 12:55:08,2017-11-30 04:30:21,129.99,19.45,57.0,2440.0,1.0,375.0,1,boleto,1,149.44,belo horizonte,MG,baby,Fashion,8120.0,27,25,22,OnTime/Early,OnTime/Early,Slow,Slow,Neutral
73986,sao paulo,SP,2018-05-03 12:03:35,2018-05-03 12:55:01,2018-05-03 19:01:00,2018-05-04 21:32:10,2018-05-11,5,Agilidade,,2018-05-05 00:00:00,2018-05-07 21:20:19,2018-05-09 12:55:01,110.32,7.64,60.0,918.0,1.0,150.0,1,credit_card,2,117.96,hortolandia,SP,health_beauty,Beauty & Health,990.0,7,1,1,OnTime/Early,OnTime/Early,Very Fast,Very Fast,Very Fast
12502,campina verde,MG,2018-04-09 18:06:36,2018-04-09 18:31:36,2018-04-10 19:24:57,2018-04-16 18:05:42,2018-05-07,5,,,2018-04-17 00:00:00,2018-04-18 12:46:57,2018-04-13 18:31:32,10.0,18.23,59.0,940.0,1.0,350.0,1,credit_card,1,28.23,cotia,SP,auto,Electronics,4500.0,27,6,5,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
92774,caete,MG,2017-11-07 18:47:25,2017-11-07 18:56:00,2017-11-09 20:38:44,2017-11-14 17:06:59,2017-12-01,5,,Recebi anotes da data marcada em ótimo estado. Muito obrigada ,2017-11-15 00:00:00,2017-11-16 11:24:23,2017-11-13 18:55:30,27.99,14.1,59.0,818.0,5.0,300.0,1,credit_card,1,2.3,sao paulo,SP,telephony,Electronics,816.0,23,6,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
70104,sao paulo,SP,2017-12-20 12:22:08,2017-12-20 12:32:06,2017-12-20 22:04:02,2017-12-22 22:51:47,2018-01-09,5,,,2017-12-23 00:00:00,2017-12-24 10:10:52,2017-12-27 12:31:27,29.9,8.11,56.0,390.0,1.0,250.0,1,credit_card,1,38.01,piracicaba,SP,health_beauty,Beauty & Health,1200.0,19,2,2,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
19332,rio de janeiro,RJ,2017-07-03 18:16:08,2017-07-03 18:25:17,2017-07-04 17:21:59,2017-07-10 18:58:48,2017-07-25,5,,,2017-07-11 00:00:00,2017-07-12 12:30:27,2017-07-07 18:25:17,15.33,15.1,43.0,588.0,1.0,135.0,1,credit_card,1,30.43,sorocaba,SP,sports_leisure,Entertainment,2340.0,21,7,6,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
96032,maceio,AL,2018-01-30 02:41:30,2018-02-04 23:31:46,2018-01-31 18:11:58,2018-03-18 20:08:50,2018-03-02,1,,SIMPLESMENTE NÃO RECEBI O PRODUTO.,2018-03-07 00:00:00,2018-03-09 11:12:09,2018-02-06 02:55:42,26.99,21.15,57.0,586.0,2.0,200.0,1,boleto,1,48.14,sao paulo,SP,telephony,Electronics,836.0,30,47,46,OnTime/Early,Late,Slow,Very Slow,Very Slow
109792,castro,PR,2017-04-30 20:33:21,2017-04-30 20:42:20,2017-05-05 12:08:01,2017-05-11 09:49:45,2017-05-23,5,,Pois é um fornecedor de confiança!,2017-05-12 00:00:00,2017-05-13 20:20:49,2017-05-05 20:42:20,25.9,10.96,34.0,240.0,12.0,200.0,1,credit_card,1,77.72,curitiba,PR,fashion_shoes,Fashion,3248.0,22,10,5,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
86208,sao paulo,SP,2017-06-28 14:32:50,2017-06-28 20:05:23,2017-07-05 12:22:23,2017-07-24 14:15:35,2017-07-20,3,,Nunca tive problemas em receber encomendas. A primeira vez que acontece de não receber a encomenda.,2017-07-22 00:00:00,2017-07-23 16:24:55,2017-07-04 20:05:23,119.99,34.2,47.0,1893.0,1.0,6050.0,1,credit_card,2,154.19,ilicinea,MG,garden_tools,Furniture,8000.0,21,25,19,Late,Late,Neutral,Slow,Neutral
76867,taboao da serra,SP,2018-06-16 11:12:18,2018-06-16 11:37:51,2018-06-18 19:34:00,2018-06-20 00:34:44,2018-06-28,5,Bom,Chegou conforme anunciado,2018-06-20 00:00:00,2018-06-20 20:57:56,2018-06-19 11:30:59,13.99,8.29,29.0,378.0,2.0,200.0,1,credit_card,1,22.28,sao paulo,SP,health_beauty,Beauty & Health,3750.0,11,3,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
98909,rio de janeiro,RJ,2018-02-16 16:56:33,2018-02-16 17:10:46,2018-02-21 21:13:16,2018-03-12 18:02:49,2018-03-09,5,,,2018-03-11 00:00:00,2018-03-16 11:12:09,2018-02-22 16:10:46,23.7,14.1,44.0,431.0,1.0,250.0,1,credit_card,1,37.8,sao paulo,SP,electronics,Electronics,2450.0,20,24,18,OnTime/Early,Late,Neutral,Neutral,Neutral
96214,salvador,BA,2018-03-15 11:54:21,2018-03-15 12:15:40,2018-03-19 16:15:47,2018-04-17 15:51:57,2018-04-09,1,,"Entrega lenta, frete caro e com prazo alto, já se passaram 5 dias do limite, somando 25 dias de espera e ate agora nada.",2018-04-11 00:00:00,2018-04-13 03:47:09,2018-03-22 12:15:40,829.0,32.86,37.0,1273.0,1.0,360.0,1,credit_card,7,520.0,campo bom,RS,telephony,Electronics,3150.0,24,33,28,OnTime/Early,Late,Neutral,Slow,Slow
8810,sao paulo,SP,2017-08-01 12:02:03,2017-08-01 12:15:16,2017-08-01 18:04:19,2017-08-07 17:25:03,2017-08-23,5,,,2017-08-08 00:00:00,2017-08-09 18:20:41,2017-08-07 12:15:16,79.9,17.81,63.0,635.0,10.0,3600.0,1,credit_card,1,97.71,uba,MG,furniture_decor,Furniture,13110.0,21,6,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
37138,itaborai,RJ,2017-04-11 09:24:49,2017-04-11 09:35:16,2017-04-13 09:17:02,2017-04-20 09:19:39,2017-05-11,5,,,2017-04-21 00:00:00,2017-04-24 11:25:06,2017-04-24 09:32:58,119.9,17.58,57.0,189.0,1.0,1650.0,6,voucher,1,1.55,piracicaba,SP,bed_bath_table,Furniture,4692.0,29,8,7,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
17286,curitiba,PR,2018-04-09 15:27:06,2018-04-09 15:51:07,2018-04-12 12:33:25,2018-04-17 18:51:44,2018-05-03,5,,,2018-04-18 00:00:00,2018-04-19 19:16:40,2018-04-13 15:51:07,49.9,14.16,32.0,1797.0,1.0,150.0,1,credit_card,1,64.06,sao paulo,SP,sports_leisure,Entertainment,2816.0,23,8,5,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
105661,paulinia,SP,2018-04-18 15:41:02,2018-04-18 15:55:52,2018-04-27 14:40:00,2018-04-30 16:12:54,2018-04-30,5,,,2018-05-01 00:00:00,2018-05-01 21:15:19,2018-04-24 15:55:52,52.0,11.86,56.0,575.0,1.0,1650.0,1,credit_card,1,63.86,praia grande,SP,home_appliances,Home & Garden,3700.0,11,12,3,Late,Late,Fast,Fast,Very Fast
40550,sao paulo,SP,2018-01-27 09:26:42,2018-01-30 05:31:45,2018-01-31 14:57:58,2018-02-03 14:21:33,2018-02-20,5,,,2018-02-04 00:00:00,2018-02-07 09:33:58,2018-02-05 04:36:12,85.9,13.62,55.0,1208.0,1.0,1175.0,1,boleto,1,99.52,ibitinga,SP,bed_bath_table,Furniture,11025.0,23,7,2,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
51799,rio de janeiro,RJ,2018-07-04 22:57:46,2018-07-05 16:23:38,2018-07-05 12:52:00,2018-07-11 23:34:36,2018-08-06,5,Excelente!!,Produto entregue no prazo e bem embalado.,2018-07-12 00:00:00,2018-07-13 11:27:33,2018-07-08 23:31:20,99.9,22.0,52.0,1732.0,10.0,2550.0,1,credit_card,1,121.9,belo horizonte,MG,cool_stuff,Fashion,14904.0,32,7,6,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
95832,sao carlos,SP,2017-11-26 12:29:17,2017-11-28 12:37:13,2017-11-28 20:11:07,2017-12-07 20:21:35,2017-12-22,3,,,2017-12-08 00:00:00,2017-12-11 11:13:57,2017-12-04 12:31:55,29.9,20.72,54.0,1006.0,1.0,150.0,1,credit_card,7,72.83,sao ludgero,SC,telephony,Electronics,1296.0,25,11,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast
18693,sao paulo,SP,2018-02-08 22:51:59,2018-02-08 23:08:42,2018-02-26 20:36:31,2018-03-01 22:29:00,2018-03-19,5,,,2018-03-02 00:00:00,2018-03-03 03:55:23,2018-02-26 22:08:42,112.0,12.28,43.0,2420.0,1.0,150.0,1,credit_card,1,124.28,sao carlos,SP,sports_leisure,Entertainment,1056.0,38,20,3,OnTime/Early,OnTime/Early,Slow,Neutral,Very Fast
9639,rio de janeiro,RJ,2018-05-08 14:23:15,2018-05-08 14:35:11,2018-05-09 14:57:00,2018-05-10 21:18:35,2018-06-04,5,,,2018-05-11 00:00:00,2018-05-14 15:57:35,2018-05-14 14:35:11,33.41,11.39,27.0,889.0,1.0,1250.0,1,credit_card,1,1.68,rio de janeiro,RJ,furniture_decor,Furniture,1472.0,26,2,1,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
78127,caruaru,PE,2018-02-07 09:19:05,2018-02-07 09:31:35,2018-02-07 18:16:34,2018-02-22 17:35:50,2018-03-14,5,,,2018-02-23 00:00:00,2018-02-28 02:05:42,2018-02-13 09:31:35,75.0,16.97,27.0,654.0,1.0,517.0,1,credit_card,2,183.94,eunapolis,BA,health_beauty,Beauty & Health,3135.0,34,15,14,OnTime/Early,OnTime/Early,Slow,Fast,Fast
11450,barra do pirai,RJ,2018-03-04 11:03:19,2018-03-04 11:15:34,2018-03-06 02:21:51,2018-03-13 22:22:06,2018-03-26,5,,Otimo ,2018-03-20 00:00:00,2018-03-22 21:43:41,2018-03-08 11:15:34,18.5,15.1,20.0,83.0,1.0,600.0,1,credit_card,1,33.6,belo horizonte,MG,auto,Electronics,352.0,21,9,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
66029,santana de parnaiba,SP,2017-06-01 15:40:16,2017-06-02 02:15:07,2017-06-02 11:49:57,2017-06-05 17:57:58,2017-06-14,5,,"Já comprei produtos diversos e sempre fiquei muito satisfeita com o prazo e com o produto.
As entregas sempre ocorreram antes do prazo estipulado. Perfeito!",2017-06-06 00:00:00,2017-06-07 11:28:05,2017-06-08 02:15:07,205.81,10.26,39.0,542.0,1.0,433.0,1,credit_card,6,216.07,barueri,SP,watches_gifts,Electronics,4032.0,12,4,3,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
56204,rio de janeiro,RJ,2017-08-16 09:10:12,2017-08-16 09:25:18,2017-08-17 22:13:53,2017-08-29 19:33:46,2017-09-19,5,,bom dia muito obrigado estou sestifeito,2017-08-30 00:00:00,2017-09-02 11:08:55,2017-08-22 09:25:18,23.9,16.79,42.0,226.0,1.0,275.0,1,credit_card,2,162.76,maringa,PR,computers_accessories,Electronics,2197.0,33,13,11,OnTime/Early,OnTime/Early,Slow,Fast,Fast
45617,santarem,PA,2018-02-09 22:44:39,2018-02-15 03:55:52,2018-02-16 19:08:54,2018-03-28 18:05:49,2018-03-28,3,,Comprei 2 cortinas e só chegou uma na embalagem. Não sei se vai chegar separada. Mais até o momento só recebi 1.,2018-03-29 00:00:00,2018-04-01 16:43:07,2018-02-21 02:55:52,21.99,18.0,54.0,662.0,1.0,550.0,1,boleto,1,79.98,ibitinga,SP,bed_bath_table,Furniture,2464.0,46,46,39,OnTime/Early,Late,Very Slow,Very Slow,Slow
105502,monte carlo,SC,2017-06-05 09:51:37,2017-06-05 10:05:16,2017-06-09 12:56:58,2017-06-19 20:49:51,2017-06-28,5,,,2017-06-22 00:00:00,2017-06-22 23:11:07,2017-06-09 10:05:16,26.0,16.11,56.0,953.0,3.0,500.0,1,credit_card,1,3.91,praia grande,SP,home_appliances,Home & Garden,6120.0,22,14,10,Late,OnTime/Early,Neutral,Fast,Fast
79061,sao paulo,SP,2018-08-26 12:38:57,2018-08-26 12:50:18,2018-08-27 14:18:00,2018-08-30 14:38:54,2018-09-11,1,Produto faltando ,"Fiz o pedido de dois kits de progressiva e só me foi entregue um 
O que eu faço agora para pegar o produto faltante ?",2018-08-31 00:00:00,2018-09-02 14:08:54,2018-08-29 12:50:18,149.9,18.18,31.0,490.0,3.0,2450.0,1,credit_card,2,336.16,assis,SP,health_beauty,Beauty & Health,6720.0,15,4,3,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
1061,embu das artes,SP,2018-03-25 11:20:56,2018-03-27 03:55:46,2018-04-10 18:26:48,2018-04-11 18:48:49,2018-04-23,5,,,2018-04-12 00:00:00,2018-04-23 18:43:23,2018-04-10 03:55:46,149.99,21.09,56.0,1287.0,1.0,10025.0,1,boleto,1,171.08,itaquaquecetuba,SP,office_furniture,Furniture,68970.0,28,17,1,Late,OnTime/Early,Slow,Neutral,Very Fast
